1_v4_preference,2_v4_preference,3_v4_preference,4_v4_preference,5_v4_preference,6_v4_preference,7_v4_preference,8_v4_preference,9_v4_preference,10_v4_preference,11_v4_preference,12_v4_preference,13_v4_preference,14_v4_preference,15_v4_preference,16_v4_preference,17_v4_preference,18_v4_preference,19_v4_preference,20_v4_preference,21_v4_preference,22_v4_preference,23_v4_preference,24_v4_preference,25_v4_preference,26_v4_preference,27_v4_preference,28_v4_preference,29_v4_preference,30_v4_preference,31_v4_preference,32_v4_preference,33_v4_preference,34_v4_preference,35_v4_preference,36_v4_preference,37_v4_preference,38_v4_preference,39_v4_preference,40_v4_preference,41_v4_preference,42_v4_preference,43_v4_preference,44_v4_preference,45_v4_preference,46_v4_preference,47_v4_preference,48_v4_preference,49_v4_preference,50_v4_preference,51_v4_preference,52_v4_preference,53_v4_preference,54_v4_preference,55_v4_preference,56_v4_preference,57_v4_preference,58_v4_preference,59_v4_preference,60_v4_preference,1_v8_preference,2_v8_preference,3_v8_preference,4_v8_preference,5_v8_preference,6_v8_preference,7_v8_preference,8_v8_preference,9_v8_preference,10_v8_preference,11_v8_preference,12_v8_preference,13_v8_preference,14_v8_preference,15_v8_preference,16_v8_preference,17_v8_preference,18_v8_preference,19_v8_preference,20_v8_preference,21_v8_preference,22_v8_preference,23_v8_preference,24_v8_preference,25_v8_preference,26_v8_preference,27_v8_preference,28_v8_preference,29_v8_preference,30_v8_preference,31_v8_preference,32_v8_preference,33_v8_preference,34_v8_preference,35_v8_preference,36_v8_preference,37_v8_preference,38_v8_preference,39_v8_preference,40_v8_preference,41_v8_preference,42_v8_preference,43_v8_preference,44_v8_preference,45_v8_preference,46_v8_preference,47_v8_preference,48_v8_preference,49_v8_preference,50_v8_preference,51_v8_preference,52_v8_preference,53_v8_preference,54_v8_preference,55_v8_preference,56_v8_preference,57_v8_preference,58_v8_preference,59_v8_preference,60_v8_preference,1_v3_preference,2_v3_preference,3_v3_preference,4_v3_preference,5_v3_preference,6_v3_preference,7_v3_preference,8_v3_preference,9_v3_preference,10_v3_preference,11_v3_preference,12_v3_preference,13_v3_preference,14_v3_preference,15_v3_preference,16_v3_preference,17_v3_preference,18_v3_preference,19_v3_preference,20_v3_preference,21_v3_preference,22_v3_preference,23_v3_preference,24_v3_preference,25_v3_preference,26_v3_preference,27_v3_preference,28_v3_preference,29_v3_preference,30_v3_preference,31_v3_preference,32_v3_preference,33_v3_preference,34_v3_preference,35_v3_preference,36_v3_preference,37_v3_preference,38_v3_preference,39_v3_preference,40_v3_preference,41_v3_preference,42_v3_preference,43_v3_preference,44_v3_preference,45_v3_preference,46_v3_preference,47_v3_preference,48_v3_preference,49_v3_preference,50_v3_preference,51_v3_preference,52_v3_preference,53_v3_preference,54_v3_preference,55_v3_preference,56_v3_preference,57_v3_preference,58_v3_preference,59_v3_preference,60_v3_preference,explain 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose the likely reason for fast changing trends in fashion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,Pick the best and most likely explanation (out of two options) for why a worker's protest turned violent.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose between two ideas as to what influenced frequent fashion changes.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reading two explanations of the vignette and choosing the best one.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,I was asked to choose between pairs of explanations for an event that occurred. 
1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to compare to explanations and choose which one made the most sense.
1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide between options of what was more likely regarding social media in a made up place
1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was asked to choose which of two explanations was more likely, regarding a fictional scenario."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chose which reason was more likely. 
1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick the reasoning behind why social media was influencing the spread of ideas 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Which choice is more likely to be the reason clothes is Jirev are trending faster and faster.
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To decide between two options on what the most likely explanation for a prompt was.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose between two explanations of a vignette that I felt was better.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice between descriptions that explains why people is Jiev change their clothes more often
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,Choose the  best option
1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This experiment had the survey taker choose between explanation pairs for the scenario.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose which of two scenarios is the most likely reason for a given event.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,Which of the explination is better.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,Given a common vignette of a demonstration turned violent there were 2 explanations that I had to select from as to the root cause for the escalation of violence that started with a peaceful demonstration.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyze different statements about fashion changes 
1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I had to evaluate which explanation is better for a scenario.
1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choose which statement aligned more with the vigritte
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Click on the better of two answers to a question about the fashion industry in Jirev.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,to choose an explanation why a demonstration turned violent
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rate which of a pair of explainations were better.
1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide which choice was more realistic and better.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose which explanarion was better in response to a vignette.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick the explanation that made the most sense for the scenario presented.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,"Defer which of the following hypotheticals where more likely than the other, in a given situation."
1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide between two statements which is better and more likely
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i was asked to evaluate explainations  that people gave to the vignette i read and I had to choose between the 2 choices which i thought is more likely
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,"pick which explanation, which explained a vignette, was better and more likely "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,Decide which of two explanations for a protest turning violent was most likely
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,Two choose out of two options what was the most likely cause for the protest turning violent.
2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choose which situation would be most probable
1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read a vignette and decide the most likely of two scenarios regarding the vignette.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,I was asked to determine the most likely option out of two as to why a peaceful protest for workers rights turned violent.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,I was asked to pick which scenario I thought was the cause of the violent protest.
1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choose the explanation, from the two explanations given, that made the most sense."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to choose between to reasons why fashion trends change so frequently. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,Choose a option the sounded liek what had happend
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,Pick the best of two descriptions that explained why a riot took place during a workers protest
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,Determine which of two potential explanations are more likely to explain what had occured at the protest.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,determine what the most likely explanation was
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide which explanation is better for why fashion trends are changing so fast now.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose between 2 scenarios that explain why clothing trends happen in an area.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,decide which of 2 explanations was the most likely
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide which of the 2 options better reason the vignette
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose between two explanations of which was more likely for the given scenario
