1_v4_preference,2_v4_preference,3_v4_preference,4_v4_preference,5_v4_preference,6_v4_preference,7_v4_preference,8_v4_preference,9_v4_preference,10_v4_preference,11_v4_preference,12_v4_preference,13_v4_preference,14_v4_preference,15_v4_preference,16_v4_preference,17_v4_preference,18_v4_preference,19_v4_preference,20_v4_preference,21_v4_preference,22_v4_preference,23_v4_preference,24_v4_preference,25_v4_preference,26_v4_preference,27_v4_preference,28_v4_preference,29_v4_preference,30_v4_preference,31_v4_preference,32_v4_preference,33_v4_preference,34_v4_preference,35_v4_preference,36_v4_preference,37_v4_preference,38_v4_preference,39_v4_preference,40_v4_preference,41_v4_preference,42_v4_preference,43_v4_preference,44_v4_preference,45_v4_preference,46_v4_preference,47_v4_preference,48_v4_preference,49_v4_preference,50_v4_preference,51_v4_preference,52_v4_preference,53_v4_preference,54_v4_preference,55_v4_preference,56_v4_preference,57_v4_preference,58_v4_preference,59_v4_preference,60_v4_preference,1_v8_preference,2_v8_preference,3_v8_preference,4_v8_preference,5_v8_preference,6_v8_preference,7_v8_preference,8_v8_preference,9_v8_preference,10_v8_preference,11_v8_preference,12_v8_preference,13_v8_preference,14_v8_preference,15_v8_preference,16_v8_preference,17_v8_preference,18_v8_preference,19_v8_preference,20_v8_preference,21_v8_preference,22_v8_preference,23_v8_preference,24_v8_preference,25_v8_preference,26_v8_preference,27_v8_preference,28_v8_preference,29_v8_preference,30_v8_preference,31_v8_preference,32_v8_preference,33_v8_preference,34_v8_preference,35_v8_preference,36_v8_preference,37_v8_preference,38_v8_preference,39_v8_preference,40_v8_preference,41_v8_preference,42_v8_preference,43_v8_preference,44_v8_preference,45_v8_preference,46_v8_preference,47_v8_preference,48_v8_preference,49_v8_preference,50_v8_preference,51_v8_preference,52_v8_preference,53_v8_preference,54_v8_preference,55_v8_preference,56_v8_preference,57_v8_preference,58_v8_preference,59_v8_preference,60_v8_preference,1_v3_preference,2_v3_preference,3_v3_preference,4_v3_preference,5_v3_preference,6_v3_preference,7_v3_preference,8_v3_preference,9_v3_preference,10_v3_preference,11_v3_preference,12_v3_preference,13_v3_preference,14_v3_preference,15_v3_preference,16_v3_preference,17_v3_preference,18_v3_preference,19_v3_preference,20_v3_preference,21_v3_preference,22_v3_preference,23_v3_preference,24_v3_preference,25_v3_preference,26_v3_preference,27_v3_preference,28_v3_preference,29_v3_preference,30_v3_preference,31_v3_preference,32_v3_preference,33_v3_preference,34_v3_preference,35_v3_preference,36_v3_preference,37_v3_preference,38_v3_preference,39_v3_preference,40_v3_preference,41_v3_preference,42_v3_preference,43_v3_preference,44_v3_preference,45_v3_preference,46_v3_preference,47_v3_preference,48_v3_preference,49_v3_preference,50_v3_preference,51_v3_preference,52_v3_preference,53_v3_preference,54_v3_preference,55_v3_preference,56_v3_preference,57_v3_preference,58_v3_preference,59_v3_preference,60_v3_preference,explain 
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pick out of two, the better explanation that felt more likely to be the cause."
1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A scenario was given to me where minority voices had gained undue influence on social media.  Two explanations were given.  One was an Intentional Design and the other an Invisible Hand explanation.  For each pair of explanations I was to choose which one seemed best.
1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Give my opinion on the best explanation for a news article.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,"Read a scenario, then chose the most likely reason from two previously provided responses"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To deteemine which is the better explanation for fast fashion in Jirev.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,"Chose between two answers to a question about why violence happened, choosing which one we thought was more likely "
1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To choose the sentence that was better or more likely. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decide which of two responses was better
1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick the more likely explanation for opinions spreading on social media.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,select which explanation of an event made more sense
2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decide which of the two reasons provided were more likely given the preceding paragraph story. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to decide which of the two explanations was more likely or plausible.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,choose the best explanation for the violence between two.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pick which explanation was more likely for a given situation (why fashion trends were changing rapidly)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choose the better, more likely explanation for the faster changes in fashion trends in Jirev."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to select which statement best reflected the change in fashion trends today in Jirev than in the past
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,Choose the option that you believe is most likely true and most likely happened that led to the worker's protest to become violent. 
2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choose the best explanation for a vignette about social change through posting of minority opinions on social media
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,decide which answer might be right for the situation that took place between labor workers and police. not sure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choose which statement explains better why fashion trends are changing faster.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose which explanation was more appropriate to explain the increase in trends going viral in Jirev.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,Choosing an explanation about the article 
1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chhose the most likely explanation between 2 given
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pick the most likely response to the question, out of 2 options at a time. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In this experiment I made the the decision from the provided information.
1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decide which claims backs up the statement
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,Read a vignette and choose which response was better or more likely the cause of the situation
1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I first read a paragraph describing a political movement in Greland. Then I was presented with many pairs of possible explanations to that event, and was asked to choose the one which I thought is more likely."
1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I answered which response type I thought was better explained and written between two choices for a prompt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,"Choose between two explanations, multiple times, which is more reasonable to explain the outcome of the protests turning violent."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,"Read a vignette, and then choose which explanation is more likely from pairs of explanations submitted by other users."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select the explanation that was closest to the topic.
1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choose the better explanation for viral social media.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was asked to pick which explanation I think would be better and more likely the chosen choice.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To evaluate two possible explanations regarding the changes to the fashion industry in Jirev
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compare explanation for fast fashion trends in Jirev since 2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rate the best explanation of a story
2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick a choice as to why a certain chain of events happened (social causes picking up in a fake town)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,Chose which reason was more likely that a protest turned violent.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked which of the two statements was more likely to be true.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,judge which actions provided were the better choice when it came to the protest turning violent.
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Serially choose between two explanations, based on which fits better with a fixed vignette."
2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick the better example of why a trend is happening
1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chose which of two options I feel best describes how a minority view gained traction on social media sites
1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to read a scenario and choose which explanation was more plausible.
1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick the best explantation for a given scenario on a page 60 times
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,Pick the best explanation to why a protest turned violent 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was asked to pick the answer that was written by other participants that best fit with vignette. 
