"","Participant_ID","Q1_V1_IH","Q1_Time","Q2_V1_ID","Q2_Time","Q3_V2_IH","Q3_Time","Q4_V2_ID","Q4_Time","Q5_V3_IH","Q5_Time","Q6_V3_ID","Q6_Time","Q7_V4_IH","Q7_Time","Q8_V4_ID","Q8_Time","Q9_V5_IH","Q9_Time","Q10_V5_ID","Q10_Time","Q11_V6_IH","Q11_Time","Q12_V6_ID","Q12_Time","Q13_V7_IH","Q13_Time","Q14_V7_ID","Q14_Time","Q15_V8_IH","Q15_Time","Q16_V8_ID","Q16_Time","Q17_V9_IH","Q17_Time","Q18_V9_ID","Q18_Time","Q19_V10_IH","Q19_Time","Q20_V10_ID","Q20_Time","Total_Time"
"2",21969,"83","25,367","72","28,714","92","46,591","85","81,781","81","37,052","92","21,325","73","60,539","84","23,097","55","33,315","83","41,676","77","17,236","92","26,172","71","55,673","89","19,558","68","25,965","93","28,258","92","22,956","87","12,223","88","8,938","81","39,743","1008"
"3",25949,"70","36,092","99","34,131","30","65,645","99","37,451","5","33,723","95","30,974","90","40,352","98","38,589","95","59,886","80","39,197","70","31,941","20","46,661","80","104,079","70","36,592","90","49,697","50","34,687","66","24,594","96","34,006","90","32,789","81","37,039","1292"
"4",79271,"90","74,447","60","63,951","82","15,18","60","35,46","84","77,72","70","19,014","65","26,518","60","75,138","45","36,144","51","89,37","75","71,966","50","87,389","47","25,209","90","32,158","70","20,194","90","34,657","80","16,672","90","84,287","40","23,684","64","31,57","1276"
"5",23043,"93","5,788","70","1,562","76","6,703","100","15,426","43","5,905","56","0,719","100","14,311","57","2,281","100","5,587","67","8,901","12","6,552","13","17,972","30","4,258","43","2,542","92","4,593","100","8,185","39","2,102","38","3,336","16","1,858","13","10,694","259"
"6",87566,"100","17,205","50","21,501","85","13,215","100","20,676","100","15,891","85","20,465","40","19,119","70","26,9","35","33,136","85","20,844","45","16,165","65","20,636","60","18,489","55","19,522","60","24,425","90","33,988","90","23,836","90","22,147","60","22,807","45","18,594","672"
"7",96822,"72","4,184","69","4,356","75","12,007","88","2,476","88","19,358","95","4,315","69","13,251","82","4,667","65","17,339","74","12,662","63","21,378","72","7,057","90","10,212","91","15,542","73","3,926","70","78,906","93","12,309","91","6,204","84","42,095","90","5,778","582"
"8",10914,"85","23,524","60","50,058","65","19,913","90","31,726","50","22,801","75","20,832","75","21,07","70","28,206","55","19,313","90","26,329","40","31,11","45","26,233","80","31,137","50","24,97","65","19,974","65","24,793","50","23,518","75","37,188","55","25,208","50","33,717","852"
"9",98412,"90","77,388","90","12,64","91","29,576","82","9,31","51","17,436","59","74,105","91","13,667","30","34,863","80","18,404","71","23,852","91","17,901","91","18,43","70","25,996","83","39,065","33","9,26","60","46,021","60","21,706","88","9,811","50","22,178","50","17,875","869"
"10",91684,"58","1,472","51","1,438","48","1,653","46","1,318","41","0,408","46","0,364","44","455,178","50","2,929","48","1,372","56","0,418","48","0,697","43","1,971","51","0,588","49","1,02","57","0,155","42","2,081","60","114,893","50","10,166","50","2,469","60","24,855","1030"
"11",33651,"90","20,839","60","19,979","52","74,623","50","4,921","40","7,334","10","35,159","71","37,072","31","16,093","63","39,478","72","7,357","30","133,709","30","33,975","71","7,126","91","16,84","71","7,428","71","18,791","92","24,911","81","11,264","100","68,31","100","6,143","933"
"12",48372,"97","19,835","100","26,669","20","45,263","10","25,588","85","34,023","62","40,651","80","26,349","76","58,159","92","43,651","72","39,236","5","22,201","1","36,221","80","36,609","81","25,468","64","29,687","38","34,128","20","21,067","100","65,784","60","28,896","45","27,783","1094"
"13",35284,"70","19,38","51","22,051","50","11,325","70","22,132","100","39,3","100","97,988","50","17,04","50","30,695","75","21,996","78","15,618","40","16,471","20","23,032","61","21,115","71","20,324","40","29,982","72","13,155","71","27,146","71","14,942","50","95,218","50","25,318","894"
"14",96286,"94","38,8","72","56,565","20","47,385","51","13,762","81","56,885","82","19,259","100","31,882","64","61,507","43","46,166","100","87,543","25","18,865","38","40,207","100","27,561","100","44,973","100","35,67","66","21,214","100","41,267","100","4,124","97","15,457","52","35,919","1265"
"15",16091,"70","33,406","100","37,447","80","31,872","100","25,411","60","38,637","50","24,844","50","87,541","50","43,914","50","47,508","100","42,501","50","32,022","40","25,389","65","35,463","80","41,029","93","53,394","70","29,452","65","62,016","75","35,913","75","39,458","80","61,51","1327"
"16",87829,"100","104,089","77","43,892","81","16,443","86","38,714","95","29,051","80","31,032","70","41,037","14","67,183","0","36,612","100","24,529","10","52,392","21","21,301","95","37,103","90","47,022","10","35,757","100","39,63","34","46,679","40","55,32","100","33,476","84","40,449","1254"
"17",43371,"50","1,03","50","1,559","51","0,591","50","2,346","50","3,178","50","1,942","50","7,277","50","0,324","51","0,266","51","0,366","47","2,802","50","1,093","50","0,838","50","0,456","52","1,015","48","1,113","50","0,854","52","0,888","51","2,809","49","0,546","216"
"18",22276,"90","47,8","75","23,454","80","30,173","90","38,036","85","97,269","100","20,252","80","47,456","75","73,653","70","89,738","96","22,5","60","33,064","30","67,278","100","21,469","80","44,081","90","188,79","90","89,941","50","49,649","90","37,974","86","29,63","70","17,844","1611"
"19",32332,"87","33,033","44","67,191","93","39,705","100","25,405","35","26,733","75","43,688","61","43,646","43","24,953","24","57,66","75","32,889","10","65,799","32","39,049","49","40,639","85","22,543","42","37,659","70","18,205","40","18,637","69","38,752","67","26,902","42","51,924","1434"
"20",89314,"17","55,578","8","13,541","67","27,774","53","43,82","92","22,475","59","56,15","14","34,801","13","6,696","16","55,559","53","27,267","12","12,921","13","112,095","16","99,712","64","17,489","31","18,647","35","38,9","34","31,657","20","12,627","63","40,881","77","7,464","1477"
"21",46586,"80","2,734","49","21,6","66","2,23","54","4,125","60","8,04","76","0,797","77","10,898","65","6,269","55","25,053","54","1,246","53","3,228","45","2,464","45","27,682","18","14,885","33","8,652","50","1,745","68","2,049","52","95,501","64","3,996","65","1,763","433"
"22",78221,"75","26,935","80","35,668","90","23,539","90","19,722","100","58,4","100","27,297","90","16,166","75","190,352","70","302,573","75","61,75","81","4,659","60","35,374","65","34,986","80","68,614","75","33,575","90","53,041","85","20,023","85","25,821","81","148,285","81","4,465","1774"
"23",79306,"94","15,539","37","17,523","42","51,18","30","16,595","81","17,124","22","9,273","54","5,999","56","10,319","18","16,4","26","9,18","70","18,128","71","6,216","64","7,422","75","9,451","65","17,869","50","22,084","80","5,686","100","10,96","26","4,802","30","9,146","443"
"24",62166,"89","6,185","85","31,415","75","21,212","83","15,017","92","2,876","88","16,222","66","37,901","18","73,104","86","4,615","66","21,122","57","18,776","54","22,743","83","3,718","71","21,419","86","2,772","80","19,65","86","6,502","81","10,152","68","16,894","77","8,463","587"
"25",55894,"72","15,593","49","5,16","79","7,345","82","8,453","86","5,809","83","3,468","82","5,973","80","3,455","82","3,827","86","13,08","45","9,385","57","4,182","68","6,364","87","3,238","73","6,055","80","3,7","81","10,731","89","3,064","75","3,705","67","9,535","273"
"26",27340,"92","23,441","91","20,178","24","13,723","34","77,366","16","32,607","14","18,711","50","44,3","35","12,424","83","13,854","44","16,138","82","15,45","47","14,413","61","8,827","81","20,356","74","8,137","92","7,73","55","16,049","35","19,082","53","17,132","82","13,453","584"
"27",71576,"91","22,029","50","14,627","80","25,8","90","25,27","95","19,755","90","24,931","88","16,152","70","55,333","60","36,371","90","22,842","20","17,523","14","36,749","71","19,138","70","12,779","70","16,279","50","19,261","70","16,464","60","21,949","30","24,693","30","21,007","795"
"28",73629,"52","1,787","72","1,712","57","4,486","48","3,497","61","1,55","69","2,239","53","3,038","43","2,12","54","4,054","59","3,15","50","1,883","50","1,853","53","2,487","63","28,342","59","2,069","44","2,225","50","2,669","56","2,456","54","5,173","49","3,471","308"
"29",98959,"93","15,137","90","4,293","76","7,731","76","5,944","66","17,373","55","14,066","76","18,334","85","1,687","64","15,457","66","5,204","55","4,662","46","9,328","55","13,439","80","31,825","76","1,658","61","10,413","72","2,088","100","8,106","79","7,928","82","20,508","405"
"30",19846,"65","1,36","84","3,889","60","27,972","77","5,23","69","4,329","70","4,894","55","41,024","75","2,266","62","28,312","65","4,428","50","18,293","70","1,988","60","6,606","57","10,921","58","8,045","70","8,844","61","3,191","80","37,813","66","8,816","60","8,745","464"
"31",84238,"97","24,566","88","31,087","62","21,95","83","24,808","38","34,49","100","24,274","79","21,743","87","21,63","77","25","86","25,802","8","23,02","8","23,909","71","20,365","64","24,268","48","29,634","40","23,516","40","32,834","66","26,389","46","16,815","40","27,227","774"
"32",61378,"86","10,011","71","15,98","65","19,975","68","21,028","85","15,646","79","12,004","81","11,628","58","17,754","60","22,97","88","24,835","19","16,199","24","26,654","65","15,259","81","12,689","82","12,457","69","13,577","92","18,812","88","8,572","82","14,091","70","20,834","643"
"33",60909,"54","18,461","76","16,385","49","22,493","50","30,977","72","23,683","45","21,951","54","14,654","50","62,353","92","23,633","90","25,186","21","20,444","48","32,529","83","21,065","57","21,781","41","8,963","70","26,638","61","19,316","83","20,613","78","41,042","82","17,696","749"
"34",75850,"94","22,897","75","6,381","91","16,09","79","17,927","58","8,24","63","15,422","55","21,386","55","30,281","77","7,501","77","23,332","41","13,801","31","43,987","84","20,877","79","4,686","81","15,8","100","10,402","76","47,932","80","19,201","88","26,332","84","63,016","633"
"35",30621,"71","19,1","50","27,475","45","19,019","99","20,165","100","22,667","100","19,63","80","21,382","50","34,864","50","27,746","90","31,957","65","21,302","65","35,857","91","40,235","100","15,801","100","27,323","90","9,02","100","19,568","85","31,08","100","17,763","100","9,018","845"
"36",99783,"42","5,178","55","0,977","27","0,824","46","2,518","51","1,174","36","1,095","51","1,768","55","0,319","41","0,32","45","0,578","52","0,514","47","0,355","69","1,88","42","0,331","81","0,807","69","0,832","92","1,365","45","0,604","31","1,224","65","4,601","175"
"37",98191,"65","19,618","44","16,045","60","41,485","57","32,922","69","45,953","61","31,76","58","24,641","70","32,663","72","31,986","15","42,472","86","52,444","69","30,284","21","26,822","61","61,293","21","22,001","13","33,91","71","17,141","38","38,54","51","31,272","54","28,513","1129"
"38",62306,"90","132,179","70","113,321","45","195,34","60","113,263","90","88,239","80","21,926","70","39,379","60","133,216","50","113,294","40","86,509","95","41,72","55","35,439","75","78,73","40","32,297","80","108,858","70","104,519","90","113,062","70","46,606","90","55,204","60","44,608","2366"
"39",33261,"90","17,967","89","17,396","37","39,153","81","11,744","69","31,938","89","46,971","79","17,6","65","86,684","100","28,983","88","23,209","78","27,823","58","20,281","89","20,424","88","26,579","75","48,286","76","16,46","91","16,014","76","14,822","79","24,219","59","19,817","784"
"40",86909,"100","22,153","100","14,795","62","17,383","51","18,694","51","13,702","82","19,301","51","36,101","95","16,281","80","19,469","96","24,011","31","18,024","20","31,392","74","15,934","74","16,304","83","15,317","83","16,153","84","22,737","81","18,815","71","7,92","72","27,306","706"
"41",38454,"86","15,981","93","27,723","82","15,175","90","23,752","95","27,156","76","23,967","95","15,977","62","21,76","15","19,945","81","22,729","7","21,796","23","12,821","51","15,337","46","20,464","86","23,021","62","18,626","65","32,986","75","16,87","16","17,8","29","19,641","714"
"42",59279,"64","15,852","61","45,921","74","11,78","73","29,156","71","3,6","76","58,421","76","12,931","39","43,177","66","59,846","75","13,276","39","16,993","65","20,439","63","9,237","64","4,989","63","21,099","30","18,295","67","17,715","74","11,69","85","22,137","85","4,303","715"
"43",18853,"95","26,665","65","18,127","85","19,553","85","20,026","95","14,292","85","36,958","75","21,997","65","35,644","85","8,754","80","37,134","95","18,848","95","12,717","95","6,657","80","55,842","95","11,402","95","58,727","90","24,118","90","16,726","95","26,557","95","8,415","1192"
"44",92254,"88","17,741","69","34,715","75","51,15","58","18,86","70","27,696","75","47,33","55","42,924","59","32,463","65","101,69","87","64,624","60","37,951","69","26,374","60","19,274","76","24,568","86","28,599","76","73,715","92","27,152","87","19,734","80","30,319","55","31,395","1211"
"45",41171,"81","29,379","74","31,669","49","41,284","41","43,339","74","21,62","24","38,023","61","57,075","79","46,383","48","48,801","66","4,604","52","25,501","57","23,957","78","26,501","80","41,023","93","32,824","82","25,348","71","31,203","21","33,787","83","23,251","75","24,19","989"
"46",60450,"81","26,042","50","36,94","60","62,185","100","40,025","100","32,932","50","18,556","50","28,702","70","36,945","30","116,082","100","29,738","60","49,174","40","37,357","50","18,392","80","37,609","80","22,643","50","63,94","60","24,716","50","34,976","50","16,59","60","28,159","1090"
"47",14757,"100","21,71","100","12,586","31","10,218","100","32,501","90","33,78","97","21,528","89","38,493","94","32,487","10","21,73","100","23,165","78","9,212","100","40,496","63","11,598","50","21,827","79","8,239","96","41,426","81","19,94","100","19,4","45","6,44","90","32,678","903"
"48",13347,"68","24,059","61","20,475","63","19,985","71","33,048","74","26,274","72","30,656","68","35,242","72","29,38","20","33,846","69","34,161","20","31,936","16","36,286","75","38,155","71","45,946","22","44,043","18","17,885","64","28,1","63","38,892","72","23,013","89","28,589","975"
"49",27550,"80","26,023","84","12,627","60","36,608","82","32,995","74","70,969","55","52,624","90","47,315","80","36,6","70","24,408","75","40,397","45","26,017","25","32,223","65","63,465","50","23,882","87","21,557","80","17,324","70","45,481","66","20,376","41","20,241","46","41,434","1031"
"50",91358,"80","30,535","70","41,545","80","40,629","90","36,421","80","46,552","90","50,136","70","34,582","30","121,1","90","51,188","80","49,148","50","27,527","80","47,269","80","38,066","70","51,677","50","46,329","60","33,383","100","30,87","100","44,139","80","73,842","70","33,225","1350"
"51",29121,"100","31,81","100","23,968","85","19,525","75","38,748","95","39,594","70","30,852","50","36,758","50","107,389","85","41,06","85","36,803","25","23,765","20","62,829","80","36,719","85","30,063","30","53,57","20","37,737","90","33,144","70","49,182","85","49,625","90","33,292","1419"
"52",41059,"60","22,456","78","58,468","29","39,5","29","12,899","50","14,128","40","72,386","40","30,216","60","47,069","64","11,823","50","23,4","95","60,363","95","11,952","85","90,985","75","32,501","77","29,077","75","17,053","80","36,772","75","11,255","91","74,544","80","9,164","1136"
"53",92756,"94","45,982","78","46,875","63","19,667","94","36,22","37","44,622","86","26,65","77","31,302","65","45,871","62","42,418","90","55,684","6","34,166","25","28,3","83","22,333","87","34,86","77","42,394","40","49,191","87","22,39","70","47,04","50","25,522","39","53,736","1245"
"54",55756,"80","55,779","70","32,66","100","24,529","100","29,324","50","17,501","60","19,296","60","32,138","40","87,208","80","20,609","85","92,886","5","44,284","40","49,685","80","55,426","30","51,748","65","21,059","60","14,376","70","38,739","50","12,64","100","14,804","70","46,744","991"
"55",24486,"88","22,34","92","15,696","29","18,012","63","27,269","100","17,617","47","16,82","68","20,599","59","8,575","71","20,524","86","20,187","56","21,574","37","52,519","80","28,4","90","33,395","82","19,554","92","19,353","81","19,599","88","17,842","79","12,076","81","11,125","692"
"56",47511,"97","31,861","88","41,058","39","69,257","95","33,838","67","26,895","78","37,848","79","149,726","64","39,325","77","31,216","87","42,122","22","31,664","20","76,444","80","45,43","78","88,345","90","176,418","91","58,179","43","25,36","89","49,49","93","41,665","91","30,07","1937"
"57",82848,"100","38,771","41","74,95","80","77,496","100","89,357","99","50,888","100","43,698","83","97,381","92","158,324","100","100,726","100","32,089","1","32,663","99","38,983","100","33,814","100","122,359","100","39,47","100","56,205","100","49,958","100","41,003","28","282,789","91","12,158","2244"
"58",98794,"93","117,249","92","28,592","69","10,242","77","39,174","81","99,932","81","15,086","79","41,717","48","89,657","64","22,305","64","37,689","22","39,063","42","21,441","91","40,08","92","55,948","79","48,367","94","74,888","77","53,703","78","30,917","84","11,7","71","39,084","1224"
"59",70690,"75","72,684","100","84,988","80","535,755","100","56,274","90","94,1","81","14,808","80","128,281","100","34,683","10","44,575","100","17,164","5","21,379","40","11,056","100","60,991","100","17,586","100","59,107","100","30,6","80","21,3","100","16,445","50","22,147","60","13,677","1561"
"60",43189,"80","38,877","85","34,688","66","48,981","71","39,647","75","89,579","75","14,884","60","22,075","58","19,024","70","24,425","75","25,103","56","48,952","45","27,627","45","6,742","45","45,999","55","7,859","42","7,124","80","34,18","65","28,696","44","49,887","40","196,819","1394"
"61",74251,"50","0,998","50","28,01","43","0,793","51","1,659","61","8,091","55","0,826","40","0,551","57","0,739","47","10,425","41","0,4","60","0,798","35","1,366","50","4,73","55","1,004","50","0,76","43","1,581","47","2,856","53","1,166","45","1,664","54","0,591","229"
"62",92722,"90","6,112","61","7,801","30","6,382","71","2,301","50","12,238","50","5,477","51","5,88","50","8,491","50","5,429","50","10,748","72","9,678","70","8,144","50","3,078","75","5,55","75","5,7","75","6,309","50","2,846","50","5,015","67","4,919","50","1,642","294"
"63",66718,"77","2,277","63","7,897","68","4,721","70","20,651","58","2,84","76","2,068","67","1,879","27","9,776","66","6,973","29","19,304","30","8,599","24","17,186","21","20,067","23","5,468","68","4,776","65","11,563","76","7,015","75","20,838","67","5,109","76","6,549","331"
"64",39853,"62","7,117","67","1,91","76","2,647","60","4,92","83","7,956","71","3,427","68","7,047","83","12,023","64","2,714","75","1,303","82","20,932","64","5,12","58","1,862","75","2,164","66","2,682","66","1,78","76","8,487","53","2,938","83","15,618","70","2,197","382"
"65",34820,"39","0,642","35","3,816","64","1,386","40","4,042","44","0,968","42","2,365","69","4,536","42","18,829","63","3,326","41","2,096","36","14,936","35","0,347","86","1,848","46","1,858","59","51,484","50","46,316","46","2,566","61","0,361","32","0,511","42","15,604","424"
"66",60386,"93","26,317","82","7,044","58","7,657","55","4,505","71","10,202","91","21,687","62","8,062","76","11,694","46","12,456","85","29,7","65","6,266","82","10,362","87","4,658","65","16,397","73","6,052","82","11,281","85","5,435","83","21,253","88","13,404","88","20,029","444"
"67",95712,"76","0,86","86","1,519","77","9,037","71","1,078","91","6,961","23","0,501","72","1,778","69","163,151","34","7,058","41","0,732","48","0,4","84","0,557","94","5,546","97","10,27","88","7,45","40","1,313","70","44,447","66","2,67","11","7,414","44","0,553","505"
"68",28626,"90","10,037","82","10,442","66","9,853","90","15,7","63","12,303","100","14,521","65","14,499","89","17,285","32","29,236","72","21,436","92","10,203","88","21,321","87","17,89","82","5,925","91","14,331","59","8,089","61","15,649","74","8,983","54","9,136","57","14,836","481"
"69",24651,"100","47,328","100","19,57","69","13,029","66","3,461","68","7,1","62","14,121","70","17,744","61","15,099","54","3,88","74","39,125","69","6,09","83","9,539","55","5,198","81","28,495","75","4,81","67","5,58","100","9,559","80","24,329","56","5,5","60","10,737","498"
"70",60150,"72","2,896","82","3,217","41","8,335","37","2,501","78","24,715","48","1,184","64","1,598","69","1,614","85","3,141","61","24,246","37","0,778","41","2,052","63","22,166","73","4,154","77","1,546","51","1,732","40","18,072","34","0,975","57","1,75","49","6,049","281"
"71",24277,"95","13,946","96","16,317","54","21,894","76","12,5","76","22,537","60","12,791","57","12,025","55","23,838","71","18,25","76","24,836","15","16,801","14","23,564","45","13,372","78","18,277","40","20,142","68","9,666","68","15,267","87","22,5","31","13,443","51","23,85","590"
"72",14369,"88","17,593","87","10,742","19","22,373","90","18,358","83","27,589","11","21,739","91","20,76","83","18,365","22","23,588","80","15,093","31","11,453","10","27,497","82","7,814","73","16,707","48","15,679","82","14,341","83","19,456","71","14,363","75","14,03","75","30,88","632"
"73",73158,"100","14,701","100","13,008","64","26,329","54","19,501","31","18,233","63","21,314","98","21,202","91","11,224","75","13,258","100","16,267","69","4,79","36","31,298","71","16,185","99","10,533","96","18,002","88","6,173","94","11,379","71","11,69","100","20,257","70","6,205","621"
"74",15626,"60","22,663","90","11,934","35","6,382","80","36,529","65","3,597","75","5,673","50","71,534","50","9,076","70","51,589","60","6,938","30","8,547","35","8,179","100","10,145","100","6,36","65","6,194","80","13,598","65","4,411","70","74,087","60","19,581","45","21,63","673"
"75",60258,"50","7,139","50","15,372","100","33,934","90","5,029","100","18,13","100","7,44","81","13,117","73","7,012","75","39,748","75","10,538","9","3,604","10","18,074","74","4,606","70","17,926","100","6,826","100","16,039","39","13,866","95","19,395","91","15,27","90","29,801","598"
"76",34322,"100","21,414","100","16,611","100","12,785","98","7,145","100","22,386","100","16,418","100","67,601","100","2,799","51","31,139","47","20,221","10","6,601","10","35,736","100","40,086","100","5,091","76","25,773","80","10,365","100","20,729","100","18,641","100","7,261","100","23,87","684"
"77",19372,"84","8,28","80","36,243","90","45,175","93","3,039","61","23,621","80","12,03","90","4,104","91","20,762","91","2,884","92","3,801","40","41,354","40","13,415","99","4,778","90","46,762","40","4,341","93","11,71","72","4,253","72","5,963","60","5,1","71","27,422","724"
"78",59194,"80","17,796","91","16,119","71","37,001","90","12,386","72","21,715","49","13,368","92","22,076","81","23,495","60","27,831","81","20,311","61","15,091","41","23,367","61","24,458","82","14,299","61","19,865","61","17,392","47","21,089","71","30,836","41","18,426","43","22,579","699"
"79",82578,"92","13,954","60","22,587","72","21,474","82","32,196","91","28,192","82","21,856","60","22,875","61","21,7","91","22,801","95","19,078","23","20,746","9","18,494","91","18,745","91","20,178","70","20,429","20","22,996","30","36,446","82","18,774","72","21,094","96","21,185","738"
"80",93267,"100","21,449","100","34,426","100","15,504","92","9,014","100","41,883","85","18,102","70","21,576","80","122,757","52","27,698","59","12,03","72","29,953","51","31,859","80","11,064","72","8,726","71","12,571","95","28,862","100","22,42","100","7,391","100","13,601","100","33,497","813"
"81",45521,"68","17,473","42","29,48","28","19,262","74","15,438","62","64,999","11","26,026","60","7,33","52","6,974","85","51,585","32","9,084","64","15,56","53","21,155","72","15,127","38","45,094","54","42,175","42","23,834","51","3,935","21","19,389","62","41,583","65","6,104","750"
"82",49130,"82","64,886","80","16,457","70","22,977","75","107,268","75","14,641","76","16,36","80","17,36","71","23,778","86","14,022","91","12,346","66","12,4","70","22,678","91","16,341","80","77,787","66","57,682","75","24,257","65","45,463","91","16,463","81","12,072","75","15,538","802"
"83",11487,"82","32,353","58","37,882","86","25,396","96","51,092","97","27,168","61","24,161","65","45,977","74","24,233","98","30,182","44","37,767","67","27,921","74","20,978","77","30,36","85","18,929","92","26,067","88","20,798","63","38,258","65","13,9","66","5,038","74","7,443","834"
"84",96015,"100","28,97","36","21,335","100","13,298","82","30,601","100","16,203","100","30,122","100","25,029","73","32,385","73","27,232","100","22,931","100","29,114","100","22,65","100","39,271","100","15,504","31","24,527","100","43,824","100","34,434","100","15,985","100","24,435","100","19,377","804"
